country,iso3,lat,lon,continent
Liechtenstein,LIE,47.13257404517047,9.541459517823116,Europe
Côte d'Ivoire,CIV,7.638589118343864,-5.573008171831733,Africa
Serbia,SRB,44.24740480139216,20.77896959245482,Europe
Mali,MLI,17.444393494648732,-3.515297790721152,Africa
Senegal,SEN,14.383857700112433,-14.469583407210276,Africa
Nigeria,NGA,9.618227396905008,8.092416613259038,Africa
Benin,BEN,9.640809521534905,2.328114660402661,Africa
Angola,AGO,-12.353288315740514,17.53736910366938,Africa
Croatia,HRV,45.11996166711328,16.385650844840804,Europe
Slovenia,SVN,46.11809766206936,14.808757068521038,Europe
Qatar,QAT,25.317948352772138,51.18898967187119,Asia
Saudi Arabia,SAU,24.278513195523782,44.47410138971415,Asia
Botswana,BWA,-22.23337276890726,23.791975539059543,Africa
Zimbabwe,ZWE,-19.03078189229834,29.850708040519066,Africa
Pakistan,PAK,30.110354840801,69.42151182169424,Asia
Bulgaria,BGR,42.778882801851765,25.21723387720951,Europe
Thailand,THA,15.18508809461059,101.00410761213985,Asia
San Marino,SMR,43.94934380258273,12.452033689333387,Europe
Haiti,HTI,18.938780970980932,-72.68293322383872,North America
Dominican Rep.,DOM,18.897286556013743,-70.51124168762608,North America
Chad,TCD,15.443825743990867,18.65026239410091,Africa
Kuwait,KWT,29.33278128318146,47.59351972695359,Asia
El Salvador,SLV,13.736307568232224,-88.87389851209613,North America
Guatemala,GTM,15.70170156920176,-90.36388859140543,North America
Timor-Leste,TLS,-8.821102148500472,125.86756691909517,Asia
Brunei,BRN,4.494809883057101,114.71067403670376,Asia
Monaco,MCO,43.73473845934303,7.392345965333409,Europe
Algeria,DZA,28.416078735282802,2.649059950877034,Africa
Mozambique,MOZ,-17.398089038833394,35.5027808305322,Africa
eSwatini,SWZ,-26.566918118396316,31.480613328163344,Africa
Burundi,BDI,-3.36164747625594,29.88084347937774,Africa
Rwanda,RWA,-1.992592631217387,29.917901692474423,Africa
Myanmar,MMR,21.310644189529366,96.4891898204071,Asia
Bangladesh,BGD,23.881959504597347,90.22393560537252,Asia
Andorra,AND,42.543351258485565,1.5724187696318612,Europe
Afghanistan,AFG,33.91672315807586,66.05478115105,Asia
Montenegro,MNE,42.78257475222251,19.247632814414292,Europe
Bosnia and Herz.,BIH,44.18693564143375,17.769827045741934,Europe
Uganda,UGA,1.275648903071026,32.36738583721334,Africa
USNB Guantanamo Bay,-99,19.929829302452138,-75.14378169971698,North America
Cuba,CUB,21.63773872182058,-79.05113363752699,North America
Honduras,HND,14.823741821635672,-86.62826297203577,North America
Ecuador,ECU,-1.4290125901755957,-78.7175058814312,South America
Colombia,COL,3.9398182235557964,-73.08815301242984,South America
Paraguay,PRY,-23.278428136829973,-58.37557852449743,South America
Brazilian I.,-99,-30.18906405575075,-57.62640976730432,South America
Portugal,PRT,39.65277470659163,-8.422691371746073,Europe
Moldova,MDA,47.2049509007991,28.450102273987312,Europe
Turkmenistan,TKM,39.169163962169044,59.33714619007323,Asia
Jordan,JOR,31.26396261911292,36.78374734123747,Asia
Nepal,NPL,28.263138690794108,83.88989085022162,Asia
Lesotho,LSO,-29.574519252731506,28.234806978831998,Africa
Cameroon,CMR,5.715082109619742,12.74449193283557,Africa
Gabon,GAB,-0.5959818292368162,11.787784761032249,Africa
Niger,NER,17.479292459429608,9.408489530982411,Africa
Burkina Faso,BFA,12.270345999739892,-1.750529447909178,Africa
Togo,TGO,8.531805774684674,0.9656504690951179,Africa
Ghana,GHA,7.959545519110435,-1.2144167694970358,Africa
Guinea-Bissau,GNB,12.047251222906699,-14.965435305941556,Africa
Gibraltar,GIB,36.12363756216332,-5.343684563414152,Europe
United States,USA,51.19911606646563,-119.2605478597917,North America
Canada,CAN,67.67305679807826,-97.28521321440671,North America
Mexico,MEX,24.190418809338937,-102.70976550598311,North America
Belize,BLZ,17.19925125994797,-88.70721327291585,North America
Panama,PAN,8.519172594197038,-80.11951924670002,North America
Venezuela,VEN,7.143462879179431,-66.18122183305412,South America
Papua New Guinea,PNG,-6.483389745757218,145.216382951766,Oceania
Egypt,EGY,26.593148009693657,29.8509236582048,Africa
Yemen,YEM,15.915434022947144,47.59472376101324,Asia
Mauritania,MRT,20.344192952764274,-10.332153672561859,Africa
Eq. Guinea,GNQ,1.6998593259677344,10.339356040569141,Africa
Gambia,GMB,13.44963530792273,-15.417790406704428,Africa
Hong Kong,HKG,22.370350619743462,114.14138559378037,Asia
Vatican,VAT,41.9035095232509,12.453683079333455,Europe
N. Cyprus,-99,35.273862903739754,33.533872244423534,Asia
Cyprus U.N. Buffer Zone,-99,35.10857160699493,33.18503177695629,Asia
Siachen Glacier,-99,35.39273212523035,77.18579959809207,Asia
Baikonur,-99,45.97926706336574,63.388698707457245,Asia
Akrotiri,-99,34.63196621617204,32.91122926149823,Asia
Southern Patagonian Ice Field,-99,-49.50398861256552,-73.31592156230938,South America
Bir Tawil,-99,21.880041331852922,33.68193880540381,Africa
Antarctica,ATA,-89.99999907959881,0.6612925105273684,Antarctica
Australia,AUS,-26.237632577397346,134.60617755093034,Oceania
Greenland,GRL,77.3017413679279,-41.10231238079016,North America
Fiji,FJI,-17.450088316746495,165.99165695907976,Oceania
New Zealand,NZL,-42.03763772575469,171.17286820328596,Oceania
New Caledonia,NCL,-21.30933070024123,165.71568870331245,Oceania
Madagascar,MDG,-19.47147825069668,46.68843987270034,Africa
Philippines,PHL,11.846619456889183,122.85290793776872,Asia
Sri Lanka,LKA,7.624873644912135,80.69498160179137,Asia
Curaçao,CUW,12.18852891847209,-68.96121171766659,North America
Aruba,ABW,12.524337545440892,-69.98441437983429,North America
Bahamas,BHS,24.405111143355892,-76.70563175920415,North America
Turks and Caicos Is.,TCA,21.799115923081075,-71.92592905668408,North America
Taiwan,TWN,23.759935735934622,120.96050212257825,Asia
Japan,JPN,37.8887771328788,138.19812427385662,Asia
St. Pierre and Miquelon,SPM,46.95477635576796,-56.31602953135214,North America
Iceland,ISL,65.01968475594254,-18.57934486547402,Europe
Pitcairn Is.,PCN,-24.441129371737723,-128.38431304053378,Oceania
Fr. Polynesia,PYF,-14.798254912956136,-144.90104993049115,Oceania
Fr. S. Antarctic Lands,ATF,-49.19443814082268,69.12995946004466,Seven seas (open ocean)
Seychelles,SYC,-7.566558471049983,49.91796625876664,Seven seas (open ocean)
Kiribati,KIR,0.9972407224306453,-63.104662303913074,Oceania
Marshall Is.,MHL,6.7764279565978525,170.28393290767963,Oceania
Trinidad and Tobago,TTO,10.468082639666658,-61.25261672159858,North America
Grenada,GRD,12.127715253984505,-61.674315632201065,North America
St. Vin. and Gren.,VCT,13.218839720565816,-61.2026080100941,North America
Barbados,BRB,13.171402252703489,-59.553636464471154,North America
Saint Lucia,LCA,13.897531238533633,-60.97046138078522,North America
Dominica,DMA,15.435396020233428,-61.361514638697344,North America
U.S. Minor Outlying Is.,UMI,11.966244557959746,-103.87294752841322,North America
Montserrat,MSR,16.773731476860252,-62.198516404999936,North America
Antigua and Barb.,ATG,17.226637705724524,-61.78642770591778,North America
St. Kitts and Nevis,KNA,17.254147536124307,-62.675928544930706,North America
U.S. Virgin Is.,VIR,17.96174220233295,-64.79603846637875,North America
St-Barthélemy,BLM,17.912299548050736,-62.82263478633329,North America
Puerto Rico,PRI,18.23019740481871,-66.47338551256428,North America
Anguilla,AIA,18.228562682582194,-63.06810350826125,North America
British Virgin Is.,VGB,18.515872703058935,-64.48460583349171,North America
Jamaica,JAM,18.15546845206495,-77.29891340617563,North America
Cayman Is.,CYM,19.447148123478097,-80.80353485297681,North America
Bermuda,BMU,32.29858133244692,-64.7756201578316,North America
Heard I. and McDonald Is.,HMD,-53.096670998722836,73.50719919800005,Seven seas (open ocean)
Saint Helena,SHN,-28.60156525260556,-10.944326744492136,Seven seas (open ocean)
Mauritius,MUS,-20.217474250010618,57.740278815753626,Seven seas (open ocean)
Comoros,COM,-11.877540480060922,43.6820629285911,Africa
São Tomé and Principe,STP,0.4639039921176377,6.7381823044975775,Africa
Cabo Verde,CPV,15.905941222369972,-23.898308502049492,Africa
Malta,MLT,35.89056732009078,14.438863265783128,Europe
Jersey,JEY,49.21730298646649,-2.142657940867994,Europe
Guernsey,GGY,49.464921672035956,-2.548940037465134,Europe
Isle of Man,IMN,54.22986752736062,-4.528924793499316,Europe
Åland,ALA,60.19138392793337,19.991549187727607,Europe
Faeroe Is.,FRO,62.0786722327746,-6.893508773970687,Europe
Indian Ocean Ter.,-99,-10.59273814064395,105.13046756483708,Asia
Br. Indian Ocean Ter.,IOT,-7.188240495461148,72.37492149682912,Seven seas (open ocean)
Singapore,SGP,1.352858069476648,103.79229050796299,Asia
Norfolk Island,NFK,-29.047953191011104,167.93987063900002,Oceania
Cook Is.,COK,-20.240108785656915,-158.76602273581722,Oceania
Tonga,TON,-20.123870006991133,-174.76258972316353,Oceania
Wallis and Futuna Is.,WLF,-13.64435232139154,-176.86634438596974,Oceania
Samoa,WSM,-13.738551247133268,-172.21904634325298,Oceania
Solomon Is.,SLB,-8.874308239608395,159.60954039735435,Oceania
Tuvalu,TUV,-8.084863721836049,178.76474067634138,Oceania
Maldives,MDV,3.932738464240342,73.32741624883137,Seven seas (open ocean)
Nauru,NRU,-0.5314538349620527,166.93468943233333,Oceania
Micronesia,FSM,7.18409259998078,154.1645909035587,Oceania
S. Geo. and the Is.,SGS,-54.5630420762838,-36.21596851982427,Seven seas (open ocean)
Falkland Is.,FLK,-51.735774947069,-59.363899523764246,South America
Vanuatu,VUT,-16.256530196668905,167.69698535486322,Oceania
Niue,NIU,-19.048564308529052,-169.87231226122987,Oceania
American Samoa,ASM,-14.287805538146474,-170.609678057861,Oceania
Palau,PLW,7.386887669312456,134.4904551286541,Oceania
Guam,GUM,13.459167184287152,144.77195752336206,Oceania
N. Mariana Is.,MNP,16.152893955158408,145.6610032302867,Oceania
Bahrain,BHR,26.049067555140873,50.563488418056295,Asia
Coral Sea Is.,-99,-21.029283679693613,154.3903643456667,Oceania
Spratly Is.,-99,10.583990760793322,114.98792548396256,Asia
Clipperton I.,-99,10.300170808707207,-109.22625349333325,Seven seas (open ocean)
Macao,MAC,22.15269106544512,113.54816968189593,Asia
Ashmore and Cartier Is.,-99,-12.433987507731812,123.5828014113334,Oceania
Bajo Nuevo Bank,-99,15.794935073697642,-79.98745683499992,North America
Serranilla Bank,-99,15.864460907809681,-78.63811872766657,North America
Scarborough Reef,-99,15.151285462044479,117.75381196333338,Asia
