year,value,value_unit,metric,source_name,source_url,notes
2006,3127.549917,million pounds (USDA ERS supply/use table imports),U.S. coffee imports from USDA ERS coffee supply/use table,USDA ERS Food Availability (Per Capita) Data System,https://www.ers.usda.gov/media/5327/coffee-tea-cocoa-and-spices-availability.csv?v=94105,"Annual USDA ERS coffee table, Commodity=Coffee, field=Imports. Long-run official annual series in this project; units reported in ERS table as Pounds."
2007,3199.383012,million pounds (USDA ERS supply/use table imports),U.S. coffee imports from USDA ERS coffee supply/use table,USDA ERS Food Availability (Per Capita) Data System,https://www.ers.usda.gov/media/5327/coffee-tea-cocoa-and-spices-availability.csv?v=94105,"Annual USDA ERS coffee table, Commodity=Coffee, field=Imports. Long-run official annual series in this project; units reported in ERS table as Pounds."
2008,3207.46293,million pounds (USDA ERS supply/use table imports),U.S. coffee imports from USDA ERS coffee supply/use table,USDA ERS Food Availability (Per Capita) Data System,https://www.ers.usda.gov/media/5327/coffee-tea-cocoa-and-spices-availability.csv?v=94105,"Annual USDA ERS coffee table, Commodity=Coffee, field=Imports. Long-run official annual series in this project; units reported in ERS table as Pounds."
2009,3115.906084,million pounds (USDA ERS supply/use table imports),U.S. coffee imports from USDA ERS coffee supply/use table,USDA ERS Food Availability (Per Capita) Data System,https://www.ers.usda.gov/media/5327/coffee-tea-cocoa-and-spices-availability.csv?v=94105,"Annual USDA ERS coffee table, Commodity=Coffee, field=Imports. Long-run official annual series in this project; units reported in ERS table as Pounds."
2010,3225.627313,million pounds (USDA ERS supply/use table imports),U.S. coffee imports from USDA ERS coffee supply/use table,USDA ERS Food Availability (Per Capita) Data System,https://www.ers.usda.gov/media/5327/coffee-tea-cocoa-and-spices-availability.csv?v=94105,"Annual USDA ERS coffee table, Commodity=Coffee, field=Imports. Long-run official annual series in this project; units reported in ERS table as Pounds."
2011,3448.329984,million pounds (USDA ERS supply/use table imports),U.S. coffee imports from USDA ERS coffee supply/use table,USDA ERS Food Availability (Per Capita) Data System,https://www.ers.usda.gov/media/5327/coffee-tea-cocoa-and-spices-availability.csv?v=94105,"Annual USDA ERS coffee table, Commodity=Coffee, field=Imports. Long-run official annual series in this project; units reported in ERS table as Pounds."
2012,3442.271399,million pounds (USDA ERS supply/use table imports),U.S. coffee imports from USDA ERS coffee supply/use table,USDA ERS Food Availability (Per Capita) Data System,https://www.ers.usda.gov/media/5327/coffee-tea-cocoa-and-spices-availability.csv?v=94105,"Annual USDA ERS coffee table, Commodity=Coffee, field=Imports. Long-run official annual series in this project; units reported in ERS table as Pounds."
2013,3566.160448,million pounds (USDA ERS supply/use table imports),U.S. coffee imports from USDA ERS coffee supply/use table,USDA ERS Food Availability (Per Capita) Data System,https://www.ers.usda.gov/media/5327/coffee-tea-cocoa-and-spices-availability.csv?v=94105,"Annual USDA ERS coffee table, Commodity=Coffee, field=Imports. Long-run official annual series in this project; units reported in ERS table as Pounds."
2014,3637.276112,million pounds (USDA ERS supply/use table imports),U.S. coffee imports from USDA ERS coffee supply/use table,USDA ERS Food Availability (Per Capita) Data System,https://www.ers.usda.gov/media/5327/coffee-tea-cocoa-and-spices-availability.csv?v=94105,"Annual USDA ERS coffee table, Commodity=Coffee, field=Imports. Long-run official annual series in this project; units reported in ERS table as Pounds."
2015,3647.510642,million pounds (USDA ERS supply/use table imports),U.S. coffee imports from USDA ERS coffee supply/use table,USDA ERS Food Availability (Per Capita) Data System,https://www.ers.usda.gov/media/5327/coffee-tea-cocoa-and-spices-availability.csv?v=94105,"Annual USDA ERS coffee table, Commodity=Coffee, field=Imports. Long-run official annual series in this project; units reported in ERS table as Pounds."
